Id	D8B1	D8B2	D8B3	D8B6	D8B7	D8B8	D8B9	D20B1	D20B2	D20B3	D20B6	D20B7	D20B8	D20B9	norm.D8B1	norm.D8B2	norm.D8B3	norm.D8B6	norm.D8B7	norm.D8B8	norm.D8B9	norm.D20B1	norm.D20B2	norm.D20B3	norm.D20B6	norm.D20B7	norm.D20B8	norm.D20B9	baseMean	D8	D20	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
PRELSG_0505300	1117	456	33	638	1198	1039	785	235	4	33	1	75	16	6	93	122	85	124	112	81	111	105	73	104	25	120	83	78	93.94	104	84	0.949	-0.075	-0.363	0.716291830864828	0.999204487240972	0.0131	0.0661	0.0388	0.0388	TRUE	NA
PRELSG_0505400	136	68	10	100	129	137	110	50	0	8	0	7	5	0	11	18	26	19	12	11	16	22	0	25	0	11	26	0	14.11	16	12	1.116	0.158	0.371	0.710359917412431	0.999204487240972	0.0928	0.1786	0.1407	0.1407	TRUE	NA
PRELSG_0505500	340	83	6	67	271	449	150	42	0	9	0	9	4	2	28	22	15	13	25	35	21	19	0	28	0	14	21	26	19.2	23	15	0.718	-0.477	-1.264	0.206089874063233	0.999204487240972	0.0045	0.1435	0.098	0.098	TRUE	NA
PRELSG_0505600	38	11	1	8	25	60	21	7	0	0	0	1	0	0	3	3	3	2	2	5	3	3	0	0	0	2	0	0	1.78	3	1	0.753	-0.41	-0.453	0.650399542711054	NA	0	1.0941	0.6367	0.6367	TRUE	NA
PRELSG_0505700	13	2	0	1	4	9	5	0	0	1	0	1	0	0	1	1	0	0	0	1	1	0	0	3	0	2	0	0	0.6	1	1	3.062	1.614	1.128	0.259490466960324	NA	0	3.1799	2.4833	2.4833	TRUE	NA
PRELSG_0505800	529	132	17	153	257	387	212	60	2	11	0	17	3	3	44	35	44	30	24	30	30	27	36	35	0	27	16	39	29.75	34	26	0.773	-0.371	-1.157	0.247460883654403	0.999204487240972	0	0.109	0.0722	0.0722	TRUE	NA
PRELSG_0505900	249	76	5	72	284	234	155	44	2	4	2	21	1	1	21	20	13	14	27	18	22	20	36	13	49	34	5	13	21.76	19	24	1.037	0.052	0.144	0.885887525568666	0.999204487240972	0.0249	0.132	0.0857	0.0857	TRUE	NA
PRELSG_0506000	607	172	21	199	543	650	373	104	1	15	0	36	13	3	51	46	54	39	51	51	53	46	18	47	0	58	67	39	44.23	49	39	0.933	-0.099	-0.391	0.69568525932861	0.999204487240972	0.0114	0.0884	0.0492	0.0492	TRUE	NA
PRELSG_0506100	563	99	19	158	414	748	199	57	2	6	2	21	6	2	47	26	49	31	39	59	28	25	36	19	49	34	31	26	35.66	40	31	0.668	-0.583	-1.901	0.0572975847335621	0.890835902160958	0	0.0986	0.0641	0.0641	TRUE	NA
PRELSG_0506200	24	11	1	5	25	48	14	2	0	0	0	1	1	0	2	3	3	1	2	4	2	1	0	0	0	2	5	0	1.73	2	1	0.888	-0.171	-0.191	0.848750122778934	NA	0	1.1261	0.6123	0.6123	TRUE	NA
PRELSG_0506300	1178	412	42	664	1243	1368	1143	375	10	37	6	80	29	8	98	110	108	129	116	107	162	167	182	116	148	128	150	104	130.48	119	142	1.243	0.314	1.583	0.113421579351337	0.999204487240972	0.0215	0.0605	0.0414	0.0414	TRUE	NA
PRELSG_0506400	646	178	18	270	613	704	368	127	1	6	2	18	4	3	54	47	46	52	57	55	52	57	18	19	49	29	21	39	42.59	52	33	0.62	-0.69	-2.126	0.0334881199001652	0.74501217330838	0.0779	0.0901	0.0858	0.0858	TRUE	NA
PRELSG_0506500	366	236	27	297	477	709	309	175	2	10	5	27	7	4	31	63	69	58	45	55	44	78	36	31	124	43	36	52	54.67	52	57	1.074	0.102	0.307	0.758811447920322	0.999204487240972	0.161	0.0804	0.1219	0.1219	TRUE	NA
PRELSG_0506600	48	5	1	15	48	47	14	7	0	1	0	1	1	0	4	1	3	3	4	4	2	3	0	3	0	2	5	0	2.43	3	2	0.973	-0.039	-0.051	0.959645185096659	NA	0	0.8151	0.438	0.438	TRUE	NA
PRELSG_0506700	1676	562	64	567	1482	1845	942	281	8	54	7	85	29	14	140	150	164	110	139	144	133	125	146	170	173	136	150	181	147.33	140	154	1.039	0.055	0.329	0.741810316697608	0.999204487240972	0	0.0589	0.0253	0.0253	TRUE	NA
PRELSG_0506800	135	35	2	40	94	159	56	13	0	5	0	8	1	0	11	9	5	8	9	12	8	6	0	16	0	13	5	0	7.3	9	6	0.803	-0.316	-0.547	0.584042046662231	0.999204487240972	0	0.3021	0.2527	0.2527	TRUE	NA
PRELSG_0506900	374	116	11	162	378	432	223	90	1	14	0	30	5	2	31	31	28	31	35	34	32	40	18	44	0	48	26	26	30.35	32	29	1.105	0.145	0.504	0.614287382401021	0.999204487240972	0	0.1077	0.0607	0.0607	TRUE	NA
PRELSG_0507000	74	13	5	30	46	57	51	19	0	0	0	0	3	1	6	3	13	6	4	4	7	8	0	0	0	0	16	13	5.8	6	5	0.83	-0.269	-0.366	0.714043290602095	0.999204487240972	0	0.3681	0.4519	0.4519	TRUE	NA
PRELSG_0507100	1564	297	44	321	954	1175	639	176	5	28	5	61	21	12	130	79	113	62	89	92	90	79	91	88	124	98	109	156	100.01	94	106	1.023	0.033	0.142	0.887080811773033	0.999204487240972	0.0415	0.0649	0.0534	0.0534	TRUE	NA
PRELSG_0507200	548	133	8	227	942	484	183	55	1	5	0	26	1	0	46	35	21	44	88	38	26	25	18	16	0	42	5	0	28.8	43	15	0.418	-1.26	-3.077	0.00209010049806383	0.183831629852963	0.1351	0.1111	0.1213	0.1213	TRUE	NA
PRELSG_0507300	52	16	4	23	45	71	41	15	0	2	0	0	0	0	4	4	10	4	4	6	6	7	0	6	0	0	0	0	3.71	5	2	0.569	-0.815	-1.035	0.300735635189031	NA	0	0.5503	0.4844	0.4844	TRUE	NA
PRELSG_0507400	742	358	47	632	822	942	534	220	5	30	2	38	19	6	62	95	121	123	77	74	76	98	91	94	49	61	98	78	85.51	90	81	1.011	0.015	0.064	0.948958315842042	0.999204487240972	0.0443	0.068	0.0565	0.0565	TRUE	NA
PRELSG_0507500	183	25	0	33	158	84	26	6	0	0	1	4	0	0	15	7	0	6	15	7	4	3	0	0	25	6	0	0	6.23	8	5	0.416	-1.267	-1.792	0.0730687466304835	0.991295925212038	0.278	0.3461	0.3203	0.3203	TRUE	NA
PRELSG_0507600	114	68	3	83	110	184	100	43	1	6	1	3	3	2	10	18	8	16	10	14	14	19	18	19	25	5	16	26	15.54	13	18	1.349	0.432	1.013	0.31126011347596	0.999204487240972	0	0.1664	0.1365	0.1365	TRUE	NA
PRELSG_0507700	517	98	12	168	395	342	272	35	4	6	2	28	11	2	43	26	31	33	37	27	39	16	73	19	49	45	57	26	37.12	34	41	1.006	0.009	0.024	0.981248732984976	0.999765969376198	0.1777	0.0965	0.1347	0.1347	TRUE	NA
PRELSG_0507800	10	1	0	2	5	8	4	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	3	0	0	0	0	0.45	0	0	2.381	1.251	0.746	0.455787021876787	NA	0	4.2027	3.6623	3.6623	TRUE	NA
PRELSG_0507900	15	9	0	1	10	9	7	4	0	0	0	1	0	0	1	2	0	0	1	1	1	2	0	0	0	2	0	0	0.7	1	1	2.078	1.055	0.86	0.38963103760796	NA	0	2.6973	1.642	1.642	TRUE	NA
PRELSG_0508000	50	9	2	13	34	64	27	10	0	1	0	2	0	1	4	2	5	3	3	5	4	4	0	3	0	3	0	13	3.57	4	3	1.03	0.043	0.062	0.950368005144369	NA	0	0.5691	0.3119	0.3119	TRUE	NA
PRELSG_0508100	69	9	2	30	69	67	47	18	1	1	0	3	2	0	6	2	5	6	6	5	7	8	18	3	0	5	10	0	5.86	5	6	1.192	0.254	0.437	0.662459547786082	0.999204487240972	0	0.365	0.2116	0.2116	TRUE	NA
PRELSG_0508200	1330	466	43	603	1186	1474	793	263	11	34	4	99	19	8	111	124	110	117	111	115	112	117	201	107	99	159	98	104	120.43	114	126	1.1	0.137	0.726	0.467597338354079	0.999204487240972	0.0103	0.0617	0.0336	0.0336	TRUE	NA
PRELSG_0508300	46	18	3	35	36	68	21	15	0	0	0	3	2	0	4	5	8	7	3	5	3	7	0	0	0	5	10	0	4.05	5	3	1.076	0.106	0.157	0.874962329316163	NA	0	0.5079	0.324	0.324	TRUE	NA
PRELSG_0508400	371	129	27	242	385	535	280	111	3	16	1	24	6	5	31	34	69	47	36	42	40	50	55	50	25	39	31	65	43.77	43	45	1.107	0.146	0.52	0.60300066287452	0.999204487240972	0	0.0889	0.0671	0.0671	TRUE	NA
PRELSG_0508500	168	49	5	109	117	208	89	33	4	5	0	7	5	0	14	13	13	21	11	16	13	15	73	16	0	11	26	0	17.24	14	20	1.234	0.304	0.631	0.527767262635785	0.999204487240972	0.2618	0.1545	0.2099	0.2099	TRUE	NA
PRELSG_0508600	36	13	2	10	24	40	12	4	1	2	1	1	0	0	3	3	5	2	2	3	2	2	18	6	25	2	0	0	5.23	3	8	1.247	0.318	0.423	0.67237692057305	0.999204487240972	0.3989	0.4032	0.4019	0.4019	TRUE	NA
PRELSG_0508700	63	15	4	26	54	92	32	8	0	2	0	2	2	0	5	4	10	5	5	7	5	4	0	6	0	3	10	0	4.63	6	3	0.761	-0.395	-0.641	0.521664707308312	0.999204487240972	0	0.45	0.2414	0.2414	TRUE	NA
PRELSG_0508800	261	106	4	210	190	417	157	62	5	6	1	10	12	2	22	28	10	41	18	33	22	28	91	19	25	16	62	26	31.45	25	38	1.414	0.499	1.54	0.123469562137898	0.999204487240972	0.0648	0.1056	0.0844	0.0844	TRUE	NA
PRELSG_0508900	20	9	1	9	17	36	18	3	0	0	0	0	0	0	2	2	3	2	2	3	3	1	0	0	0	0	0	0	1.19	2	0	0.644	-0.636	-0.591	0.554739578028906	NA	0	1.6146	1.0264	1.0264	TRUE	NA
PRELSG_0509000	55	14	0	30	48	88	22	12	0	0	0	1	0	0	5	4	0	6	4	7	3	5	0	0	0	2	0	0	2.54	4	1	0.65	-0.621	-0.71	0.47798861778899	NA	0	0.7809	0.6237	0.6237	TRUE	NA
PRELSG_0509100	280	66	9	130	224	294	156	66	1	6	1	12	3	1	23	18	23	25	21	23	22	29	18	19	25	19	16	13	21.03	22	20	0.949	-0.075	-0.219	0.826858254724044	0.999204487240972	0	0.135	0.0773	0.0773	TRUE	NA
PRELSG_0509200	2083	566	47	784	1779	1943	1067	380	7	57	5	120	30	12	174	151	121	152	167	152	151	170	128	179	124	193	155	156	155.05	153	158	1.068	0.095	0.552	0.581133590768853	0.999204487240972	0	0.0582	0.0289	0.0289	TRUE	NA
PRELSG_0509300	273	62	7	118	203	281	155	49	0	9	0	10	1	0	23	17	18	23	19	22	22	22	0	28	0	16	5	0	15.32	21	10	0.698	-0.52	-1.213	0.225276847038434	0.999204487240972	0.0635	0.1681	0.1321	0.1321	TRUE	NA
PRELSG_0509400	29	5	5	13	33	26	22	2	0	2	1	2	2	0	2	1	13	3	3	2	3	1	0	6	25	3	10	0	5.2	4	6	1.269	0.343	0.471	0.637758372371867	0.999204487240972	0.4235	0.4054	0.4146	0.4146	TRUE	NA
PRELSG_0509500	65	60	0	62	90	164	72	49	0	2	1	10	5	0	5	16	0	12	8	13	10	22	0	6	25	16	26	0	11.41	9	14	2.028	1.02	2.172	0.0298469538673224	0.709944525322095	0.1327	0.21	0.1772	0.1772	TRUE	NA
PRELSG_0509600	8	3	0	5	7	8	4	2	0	0	0	0	0	0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0.37	1	0	1.823	0.867	0.529	0.596967080153694	NA	0	5.0975	3.4577	3.4577	TRUE	NA
PRELSG_0509700	305	127	9	205	254	426	168	43	4	10	0	14	8	0	25	34	23	40	24	33	24	19	73	31	0	22	41	0	27.9	29	27	0.932	-0.102	-0.29	0.771955008746161	0.999204487240972	0.0911	0.1132	0.1024	0.1024	TRUE	NA
PRELSG_0509800	24	8	0	12	20	33	15	2	0	1	0	0	0	0	2	2	0	2	2	3	2	1	0	3	0	0	0	0	1.22	2	1	0.816	-0.293	-0.27	0.787415812175119	NA	0	1.5777	1.0926	1.0926	TRUE	NA
PRELSG_0509900	139	31	1	36	119	104	57	12	1	3	0	8	0	0	12	8	3	7	11	8	8	5	18	9	0	13	0	0	7.33	8	6	0.772	-0.373	-0.627	0.530563361690765	0.999204487240972	0	0.301	0.2418	0.2418	TRUE	NA
PRELSG_0510000	14	1	2	4	11	18	9	3	0	0	0	1	0	0	1	0	5	1	1	1	1	1	0	0	0	2	0	0	1	1	0	1.452	0.538	0.499	0.617838848492364	NA	0	1.9143	1.1544	1.1544	TRUE	NA
PRELSG_0510100	64	45	3	30	90	102	61	21	0	2	0	8	3	1	5	12	8	6	8	8	9	9	0	6	0	13	16	13	8.06	8	8	1.385	0.47	0.984	0.324916473764791	0.999204487240972	0	0.2779	0.1467	0.1467	TRUE	NA
PRELSG_0510200	117	74	11	109	145	239	88	41	0	8	0	6	7	1	10	20	28	21	14	19	12	18	0	25	0	10	36	13	16.13	18	15	1.096	0.132	0.327	0.743998960616063	0.999204487240972	0.0795	0.162	0.1246	0.1246	TRUE	NA
PRELSG_0510300	32	26	1	15	40	50	23	8	0	3	0	0	2	0	3	7	3	3	4	4	3	4	0	9	0	0	10	0	3.52	4	3	1.118	0.161	0.214	0.830877782882076	NA	0	0.5763	0.4569	0.4569	TRUE	NA
PRELSG_0510400	480	151	5	217	448	533	254	60	2	11	1	20	13	4	40	40	13	42	42	42	36	27	36	35	25	32	67	52	37.76	36	39	1.048	0.068	0.212	0.832472615918085	0.999204487240972	0	0.0957	0.0896	0.0896	TRUE	NA
PRELSG_0510500	2463	772	102	874	2147	2388	1473	414	7	61	8	179	24	12	205	206	262	170	201	187	209	185	128	192	198	287	124	156	193.45	206	181	0.883	-0.18	-0.912	0.362007107312384	0.999204487240972	0.0358	0.0559	0.0441	0.0441	TRUE	NA
PRELSG_0510600	26	2	1	4	15	21	16	5	0	0	1	0	0	0	2	1	3	1	1	2	2	2	0	0	25	0	0	0	2.74	2	4	1.261	0.335	0.356	0.722206057501049	NA	0.5877	0.7286	0.6755	0.6755	TRUE	NA
PRELSG_0510700	123	22	2	28	93	131	58	17	0	2	0	3	0	1	10	6	5	5	9	10	8	8	0	6	0	5	0	13	6.11	8	5	0.666	-0.585	-0.993	0.320653397609637	0.999204487240972	0	0.352	0.2153	0.2153	TRUE	NA
PRELSG_0510800	97	30	3	33	58	121	63	11	0	0	0	6	3	3	8	8	8	6	5	9	9	5	0	0	0	10	16	39	8.78	8	10	1.089	0.122	0.205	0.837949737427107	0.999204487240972	0.3094	0.2589	0.2823	0.2823	TRUE	NA
PRELSG_0510900	94	22	3	41	72	189	39	18	1	1	1	3	3	0	8	6	8	8	7	15	6	8	18	3	25	5	16	0	9.35	8	11	0.98	-0.029	-0.057	0.954589933109653	0.999204487240972	0	0.246	0.1401	0.1401	TRUE	NA
PRELSG_0511000	222	72	5	83	221	293	130	47	2	1	0	12	3	0	19	19	13	16	21	23	18	21	36	3	0	19	16	0	16	18	14	0.807	-0.309	-0.753	0.451198546110923	0.999204487240972	0.0327	0.1629	0.1087	0.1087	TRUE	NA
PRELSG_0511100	245	61	11	122	189	343	179	45	1	5	2	8	5	2	20	16	28	24	18	27	25	20	18	16	49	13	26	26	23.33	23	24	0.906	-0.142	-0.419	0.674918761221137	0.999204487240972	0	0.1263	0.0711	0.0711	TRUE	NA
PRELSG_0511200	245	67	6	93	220	314	141	41	1	7	2	8	4	2	20	18	15	18	21	25	20	18	18	22	49	13	21	26	21.74	20	24	0.972	-0.041	-0.118	0.90590542052191	0.999204487240972	0	0.1321	0.0781	0.0781	TRUE	NA
PRELSG_0511300	50	9	0	21	38	62	24	12	0	6	1	0	0	0	4	2	0	4	4	5	3	5	0	19	25	0	0	0	5.1	3	7	1.276	0.351	0.418	0.675843271673553	0.999204487240972	1.4408	0.4125	0.6824	0.6824	TRUE	NA
PRELSG_0511400	99	40	1	66	72	116	55	24	1	2	0	5	0	1	8	11	3	13	7	9	8	11	18	6	0	8	0	13	8.15	8	8	1.078	0.109	0.204	0.838111614602684	0.999204487240972	0	0.2754	0.1723	0.1723	TRUE	NA
PRELSG_0511500	198	50	5	79	151	284	109	41	0	6	3	18	2	1	17	13	13	15	14	22	15	18	0	19	74	29	10	13	19.53	16	23	1.29	0.368	0.833	0.404896817621544	0.999204487240972	0.1988	0.1419	0.1707	0.1707	TRUE	NA
PRELSG_0511600	177	45	2	84	159	209	100	60	1	3	0	12	2	1	15	12	5	16	15	16	14	27	18	9	0	19	10	13	13.62	13	14	1.255	0.327	0.796	0.426281594960319	0.999204487240972	0	0.1834	0.1145	0.1145	TRUE	NA
PRELSG_0511700	697	191	22	261	622	915	495	161	4	12	4	35	10	4	58	51	56	51	58	72	70	72	73	38	99	56	52	52	61.24	59	63	0.994	-0.008	-0.034	0.972802734929132	0.999204487240972	0	0.0767	0.0496	0.0496	TRUE	NA
PRELSG_0511800	9	2	1	2	7	23	6	1	0	0	0	1	0	0	1	1	3	0	1	2	1	0	0	0	0	2	0	0	0.69	1	0	1.589	0.668	0.554	0.579279696134801	NA	0	2.7723	1.4801	1.4801	TRUE	NA
PRELSG_0511900	139	24	4	49	100	240	69	25	0	5	0	6	1	2	12	6	10	10	9	19	10	11	0	16	0	10	5	26	10.23	11	10	0.95	-0.074	-0.159	0.873559374487928	0.999204487240972	0	0.2287	0.1443	0.1443	TRUE	NA
PRELSG_0512000	2	2	0	1	5	6	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0.13	0	0	2.596	1.376	0.456	0.64842162884659	NA	0	14.3243	14	14	TRUE	NA
PRELSG_0512100	31	19	0	15	31	50	19	6	0	0	0	3	1	0	3	5	0	3	3	4	3	3	0	0	0	5	5	0	2.34	3	2	1.183	0.243	0.305	0.760390447323521	NA	0	0.8453	0.4751	0.4751	TRUE	NA
PRELSG_0512200	918	273	20	352	824	925	514	174	5	24	3	41	18	6	77	73	51	68	77	72	73	78	91	75	74	66	93	78	74.75	70	79	1.092	0.127	0.596	0.550925185373842	0.999204487240972	0	0.0712	0.0376	0.0376	TRUE	NA
PRELSG_0512300	385	158	12	274	499	463	318	104	1	5	2	15	6	0	32	42	31	53	47	36	45	46	18	16	49	24	31	0	33.65	41	26	0.706	-0.502	-1.42	0.155563507191778	0.999204487240972	0.1076	0.1017	0.1044	0.1044	TRUE	NA
PRELSG_0512400	7	3	0	2	13	11	6	1	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	0	0	2	0	0	0.48	1	0	1.975	0.982	0.712	0.47657835838976	NA	0	3.9204	2.2488	2.2488	TRUE	NA
PRELSG_0512500	629	356	34	545	770	927	578	260	5	15	0	43	20	7	52	95	87	106	72	73	82	116	91	47	0	69	103	91	77.47	81	74	1.018	0.026	0.088	0.929908818954577	0.999204487240972	0.1415	0.0703	0.1028	0.1028	TRUE	NA
PRELSG_0512600	517	139	14	208	462	544	239	68	0	17	2	28	8	4	43	37	36	40	43	43	34	30	0	53	49	45	41	52	39.11	39	39	0.958	-0.061	-0.215	0.829939763988543	0.999204487240972	0	0.094	0.0635	0.0635	TRUE	NA
PRELSG_0512700	1346	339	31	386	936	1653	669	162	8	35	4	69	19	12	112	90	80	75	88	129	95	72	146	110	99	111	98	156	104.33	96	113	1.091	0.125	0.541	0.588272383469561	0.999204487240972	0.0485	0.0641	0.0561	0.0561	TRUE	NA
PRELSG_0512800	28	15	1	17	21	31	16	10	0	1	0	1	0	0	2	4	3	3	2	2	2	4	0	3	0	2	0	0	2	3	1	1.09	0.125	0.148	0.882023247375742	NA	0	0.978	0.5319	0.5319	TRUE	NA
PRELSG_0512900	1263	236	19	367	996	780	510	84	2	18	3	45	20	6	105	63	49	71	93	61	72	37	36	57	74	72	103	78	69.5	73	65	0.84	-0.252	-0.821	0.411457509563583	0.999204487240972	0.1265	0.0731	0.0997	0.0997	TRUE	NA
PRELSG_0513000	59	13	1	16	54	52	23	7	1	0	0	1	0	0	5	3	3	3	5	4	3	3	18	0	0	2	0	0	3.53	4	3	0.657	-0.605	-0.788	0.430633276620187	NA	0.0768	0.5755	0.372	0.372	TRUE	NA
PRELSG_0513100	913	275	33	356	839	1026	573	167	3	24	4	62	13	7	76	73	85	69	79	80	81	75	55	75	99	100	67	91	78.89	78	80	1.022	0.032	0.152	0.878880308526105	0.999204487240972	0	0.0699	0.0359	0.0359	TRUE	NA
PRELSG_0513200	60	12	1	12	33	75	29	5	1	1	0	0	1	0	5	3	3	2	3	6	4	2	18	3	0	0	5	0	3.93	4	4	0.743	-0.429	-0.581	0.561325642216329	NA	0.0552	0.5222	0.3379	0.3379	TRUE	NA
PRELSG_0513300	850	168	12	247	634	588	398	50	0	10	1	25	9	2	71	45	31	48	59	46	56	22	0	31	25	40	47	26	39.09	51	27	0.563	-0.829	-2.44	0.0146823668976107	0.509267315497649	0.0953	0.094	0.0947	0.0947	TRUE	NA
PRELSG_0513400	349	83	8	78	243	384	172	42	4	7	2	15	0	2	29	22	21	15	23	30	24	19	73	22	49	24	0	26	26.95	23	30	0.957	-0.063	-0.148	0.882154044349299	0.999204487240972	0.2439	0.1155	0.1641	0.1641	TRUE	NA
PRELSG_0513500	166	83	1	110	186	283	145	49	1	8	0	8	4	0	14	22	3	21	17	22	21	22	18	25	0	13	21	0	15.63	17	14	1.078	0.109	0.242	0.808713993216707	0.999204487240972	0	0.1658	0.1751	0.1751	TRUE	NA
PRELSG_0513600	1519	413	34	498	1323	1822	820	200	5	40	3	86	23	8	127	110	87	97	124	143	116	89	91	126	74	138	119	104	110.32	115	106	0.93	-0.104	-0.477	0.633033589490757	0.999204487240972	0	0.0631	0.0481	0.0481	TRUE	NA
PRELSG_0513700	22	4	1	9	16	32	5	7	0	0	0	1	0	0	2	1	3	2	1	3	1	3	0	0	0	2	0	0	1.19	2	1	1.303	0.381	0.381	0.703138147448747	NA	0	1.6167	0.8858	0.8858	TRUE	NA
PRELSG_0513800	204	93	11	124	192	364	170	54	2	12	0	7	5	1	17	25	28	24	18	28	24	24	36	38	0	11	26	13	22.36	23	21	0.989	-0.016	-0.046	0.963397156875022	0.999204487240972	0	0.1298	0.0879	0.0879	TRUE	NA
PRELSG_0513900	257	57	4	94	227	248	149	40	2	5	4	11	2	2	21	15	10	18	21	19	21	18	36	16	99	18	10	26	24.99	18	32	1.227	0.295	0.676	0.499033529123645	0.999204487240972	0.2145	0.121	0.1718	0.1718	TRUE	NA
PRELSG_0514000	603	175	17	178	460	551	292	102	5	13	0	33	8	6	50	47	44	35	43	43	41	46	91	41	0	53	41	78	46.6	43	50	1.099	0.136	0.512	0.608795249184632	0.999204487240972	0.0302	0.0863	0.0563	0.0563	TRUE	NA
PRELSG_0514100	209	121	6	152	651	248	165	76	1	4	0	10	7	2	17	32	15	30	61	19	23	34	18	13	0	16	36	26	24.38	28	20	0.869	-0.203	-0.449	0.653215854758407	0.999204487240972	0.2635	0.1228	0.1931	0.1931	TRUE	NA
PRELSG_0514200	25	8	1	6	34	25	10	4	0	0	0	1	0	0	2	2	3	1	3	2	1	2	0	0	0	2	0	0	1.28	2	1	0.888	-0.172	-0.177	0.859778528527147	NA	0	1.5077	0.8247	0.8247	TRUE	NA
PRELSG_0514300	157	68	3	70	177	253	102	31	0	0	0	7	0	0	13	18	8	14	17	20	14	14	0	0	0	11	0	0	9.17	15	4	0.416	-1.264	-2.074	0.0380441398308863	0.770105988654564	0.2593	0.2499	0.2528	0.2528	TRUE	NA
PRELSG_0514400	4	2	0	1	7	16	1	2	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	5	0	0.66	0	1	3.777	1.917	1.439	0.150130531073975	NA	0	2.8969	2.0312	2.0312	TRUE	NA
PRELSG_0514500	3	2	0	0	6	19	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0.21	0	0	1.81	0.856	0.3	0.764075770610017	NA	0	8.8425	12.4258	12.4258	TRUE	NA
PRELSG_0514600	58	8	0	10	40	48	21	4	0	2	0	1	0	0	5	2	0	2	4	4	3	2	0	6	0	2	0	0	2.08	3	1	0.841	-0.25	-0.278	0.781100496803903	NA	0	0.9461	0.7049	0.7049	TRUE	NA
PRELSG_0514700	316	93	8	136	280	334	176	46	3	4	2	15	5	4	26	25	21	26	26	26	25	21	55	13	49	24	26	52	29.6	25	34	1.034	0.048	0.152	0.879384024231186	0.999204487240972	0.0114	0.1093	0.0651	0.0651	TRUE	NA
PRELSG_0514800	16	4	1	7	33	38	11	6	0	0	0	2	0	0	1	1	3	1	3	3	2	3	0	0	0	3	0	0	1.42	2	1	1.238	0.308	0.327	0.743787968909775	NA	0	1.3648	0.7728	0.7728	TRUE	NA
PRELSG_0514900	780	192	15	264	588	838	357	101	2	25	1	42	8	5	65	51	38	51	55	66	51	45	36	79	25	67	41	65	52.55	54	51	0.97	-0.044	-0.151	0.879609495209929	0.999204487240972	0	0.0817	0.0823	0.0823	TRUE	NA
PRELSG_0515000	119	22	5	33	87	150	66	9	1	4	0	3	5	1	10	6	13	6	8	12	9	4	18	13	0	5	26	13	10.2	9	11	0.91	-0.136	-0.267	0.78925220684801	0.999204487240972	0	0.2294	0.1746	0.1746	TRUE	NA
PRELSG_0515100	46	6	0	22	29	106	15	8	1	0	1	4	1	0	4	2	0	4	3	8	2	4	18	0	25	6	5	0	5.78	3	8	1.709	0.773	1.132	0.257616209622764	0.999204487240972	0.292	0.3692	0.3345	0.3345	TRUE	NA
PRELSG_0515200	926	147	18	230	631	880	438	93	2	21	0	24	6	6	77	39	46	45	59	69	62	42	36	66	0	39	31	78	49.18	57	42	0.71	-0.494	-1.669	0.0951162639444622	0.999204487240972	0.0638	0.0842	0.0751	0.0751	TRUE	NA
PRELSG_0515300	4102	1132	102	1410	3459	4641	2587	682	16	149	11	316	47	32	342	302	262	274	324	363	366	304	292	468	272	507	243	415	338.19	319	357	1.104	0.143	0.728	0.466845394939141	0.999204487240972	0.0533	0.0517	0.0527	0.0527	TRUE	NA
PRELSG_0515400	767	240	27	238	631	754	456	116	2	13	1	50	10	7	64	64	69	46	59	59	65	52	36	41	25	80	52	91	57.33	61	54	0.91	-0.137	-0.535	0.592594919348963	0.999204487240972	0.0254	0.0788	0.0554	0.0554	TRUE	NA
PRELSG_0515500	556	88	9	199	724	325	203	62	3	3	2	19	6	2	46	23	23	39	68	25	29	28	55	9	49	31	31	26	34.45	36	33	0.718	-0.477	-1.423	0.154596540041142	0.999204487240972	0.0488	0.1004	0.0777	0.0777	TRUE	NA
PRELSG_0515600	131	35	6	71	138	121	82	24	0	2	0	7	0	0	11	9	15	14	13	9	12	11	0	6	0	11	0	0	7.98	12	4	0.579	-0.788	-1.458	0.144734417632882	0.999204487240972	0	0.2804	0.1838	0.1838	TRUE	NA
PRELSG_0515700	7287	2116	219	2828	7046	6253	4798	1092	38	184	12	496	102	38	608	564	562	549	660	489	679	487	693	578	297	796	528	493	570.26	587	553	0.943	-0.085	-0.537	0.590968197849978	0.999204487240972	0.0242	0.0495	0.0338	0.0338	TRUE	NA
PRELSG_0515800	33	7	1	9	25	47	18	10	0	0	0	1	1	0	3	2	3	2	2	4	3	4	0	0	0	2	5	0	2.05	3	2	1.178	0.236	0.286	0.774942987522889	NA	0	0.9563	0.5144	0.5144	TRUE	NA
PRELSG_0515900	21	3	0	2	12	22	4	1	0	0	0	0	0	0	2	1	0	0	1	2	1	0	0	0	0	0	0	0	0.49	1	0	1.191	0.252	0.161	0.871925188803627	NA	0	3.894	3.0803	3.0803	TRUE	NA
