Id	D8B1	D8B2	D8B3	D8B6	D8B7	D8B8	D8B9	D20B1	D20B2	D20B3	D20B6	D20B7	D20B8	D20B9	norm.D8B1	norm.D8B2	norm.D8B3	norm.D8B6	norm.D8B7	norm.D8B8	norm.D8B9	norm.D20B1	norm.D20B2	norm.D20B3	norm.D20B6	norm.D20B7	norm.D20B8	norm.D20B9	baseMean	D8	D20	FoldChange	log2FoldChange	stat	pvalue	padj	dispGeneEst	dispFit	dispMAP	dispersion	betaConv	maxCooks
PRELSG_0516000	214	66	5	70	156	225	112	24	0	3	1	7	4	2	18	18	13	14	15	18	16	11	0	9	25	11	21	26	15.19	16	15	0.804	-0.315	-0.766	0.443585359298548	0.999204487240972	0	0.1692	0.0985	0.0985	TRUE	NA
PRELSG_0516100	448	63	3	147	364	397	174	19	0	3	0	11	1	2	37	17	8	29	34	31	25	8	0	9	0	18	5	26	17.63	26	9	0.382	-1.386	-2.9	0.00372616986502701	0.276321067245729	0.1427	0.1521	0.1485	0.1485	TRUE	NA
PRELSG_0516200	52	9	0	18	43	40	25	2	1	0	0	2	1	0	4	2	0	3	4	3	4	1	18	0	0	3	5	0	3.46	3	4	0.92	-0.121	-0.148	0.882621191353696	NA	0.3776	0.5861	0.4948	0.4948	TRUE	NA
PRELSG_0516300	8	3	0	2	25	17	5	3	0	0	0	1	0	1	1	1	0	0	2	1	1	1	0	0	0	2	0	13	1.58	1	2	2.468	1.303	1.334	0.18229374962946	NA	0	1.2274	0.8221	0.8221	TRUE	NA
PRELSG_0516400	92	57	6	90	84	194	96	47	1	2	1	5	3	1	8	15	15	17	8	15	14	21	18	6	25	8	16	13	14.22	13	15	1.259	0.332	0.733	0.463312549629624	0.999204487240972	0	0.1776	0.1552	0.1552	TRUE	NA
PRELSG_0516500	296	117	14	133	253	501	214	87	1	9	1	14	4	5	25	31	36	26	24	39	30	39	18	28	25	22	21	65	30.64	30	31	1.055	0.077	0.236	0.81332432062999	0.999204487240972	0	0.1072	0.0871	0.0871	TRUE	NA
PRELSG_0516600	4112	988	127	1436	3163	3702	1989	550	53	118	130	225	87	62	343	263	326	279	296	290	282	245	967	371	3216	361	450	804	606.61	297	916	2.035	1.025	2.82	0.00479626178079675	0.283936942950741	0.3542	0.0493	0.2157	0.2157	TRUE	NA
PRELSG_0516700	24	4	0	13	28	40	16	6	0	0	0	1	0	0	2	1	0	3	3	3	2	3	0	0	0	2	0	0	1.28	2	1	1.059	0.082	0.08	0.936040651469573	NA	0	1.508	0.9918	0.9918	TRUE	NA
PRELSG_0516800	302	184	15	295	359	308	362	54	2	5	0	14	10	0	25	49	38	57	34	24	51	24	36	16	0	22	52	0	30.68	40	21	0.684	-0.548	-1.374	0.169300565244946	0.999204487240972	0.2145	0.1071	0.1513	0.1513	TRUE	NA
PRELSG_0516900	658	354	24	440	626	1371	482	284	3	34	2	32	12	10	55	94	62	85	59	107	68	127	55	107	49	51	62	130	79.38	76	83	1.159	0.213	0.73	0.465214575090726	0.999204487240972	0.1315	0.0697	0.1006	0.1006	TRUE	NA
PRELSG_0517000	2767	950	92	1183	2595	2891	1761	548	12	82	4	151	41	17	231	253	236	230	243	226	249	245	219	258	99	242	212	220	225.96	238	214	0.951	-0.072	-0.482	0.630032000255577	0.999204487240972	0.0025	0.0545	0.0227	0.0227	TRUE	NA
PRELSG_0517100	8	5	0	7	8	18	5	2	0	0	0	1	0	0	1	1	0	1	1	1	1	1	0	0	0	2	0	0	0.62	1	0	1.802	0.849	0.678	0.497583846031587	NA	0	3.0449	1.6989	1.6989	TRUE	NA
PRELSG_0517200	270	59	11	127	221	294	171	46	1	6	1	13	3	1	23	16	28	25	21	23	24	21	18	19	25	21	16	13	20.77	23	19	0.847	-0.24	-0.698	0.48530709331137	0.999204487240972	0	0.1362	0.0727	0.0727	TRUE	NA
PRELSG_0517300	29	15	1	9	36	66	21	11	0	0	0	0	0	0	2	4	3	2	3	5	3	5	0	0	0	0	0	0	1.94	3	1	0.62	-0.689	-0.67	0.50304146040171	NA	0	1.0096	0.9838	0.9838	TRUE	NA
PRELSG_0517400	73	13	1	22	36	98	30	9	0	0	0	3	3	1	6	3	3	4	3	8	4	4	0	0	0	5	16	13	4.93	4	5	1.146	0.196	0.307	0.759084613464753	0.999204487240972	0	0.4253	0.2576	0.2576	TRUE	NA
PRELSG_0517500	76	13	2	21	61	115	31	8	0	1	0	3	1	0	6	3	5	4	6	9	4	4	0	3	0	5	5	0	3.92	5	2	0.685	-0.546	-0.835	0.403577669333519	NA	0	0.5233	0.2768	0.2768	TRUE	NA
PRELSG_0517600	51	17	2	10	32	91	22	7	0	0	1	3	0	0	4	5	5	2	3	7	3	3	0	0	25	5	0	0	4.41	4	5	0.85	-0.234	-0.3	0.76454901389223	0.999204487240972	0.4695	0.4696	0.4697	0.4697	TRUE	NA
PRELSG_0517700	74	35	2	34	63	108	28	15	1	2	0	1	0	0	6	9	5	7	6	8	4	7	18	6	0	2	0	0	5.6	6	5	0.705	-0.503	-0.778	0.436786248190206	0.999204487240972	0	0.3799	0.2708	0.2708	TRUE	NA
PRELSG_0517800	577	118	10	162	399	565	270	73	2	10	1	30	9	4	48	31	26	31	37	44	38	33	36	31	25	48	47	52	37.74	36	39	1.019	0.027	0.091	0.927644392010404	0.999204487240972	0	0.0957	0.0684	0.0684	TRUE	NA
PRELSG_0517900	13	6	0	7	9	17	4	2	0	0	0	1	0	0	1	2	0	1	1	1	1	1	0	0	0	2	0	0	0.66	1	0	1.63	0.705	0.571	0.568323906783844	NA	0	2.8648	1.6523	1.6523	TRUE	NA
PRELSG_0518000	538	201	20	323	691	586	386	119	4	12	1	34	10	2	45	54	51	63	65	46	55	53	73	38	25	55	52	26	49.89	54	46	0.925	-0.113	-0.445	0.656025266290999	0.999204487240972	0	0.0836	0.0499	0.0499	TRUE	NA
PRELSG_0518100	385	118	8	150	308	394	212	52	2	11	2	15	5	4	32	31	21	29	29	31	30	23	36	35	49	24	26	52	32.03	29	35	1.005	0.007	0.022	0.982620968765463	0.999765969376198	0	0.1045	0.0646	0.0646	TRUE	NA
PRELSG_0518200	556	128	10	233	438	740	296	93	3	16	0	23	8	3	46	34	26	45	41	58	42	42	55	50	0	37	41	39	39.71	42	38	0.954	-0.068	-0.244	0.807415843504296	0.999204487240972	0	0.0932	0.0603	0.0603	TRUE	NA
PRELSG_0518300	425	166	24	311	384	699	234	151	2	14	2	25	8	1	35	44	62	60	36	55	33	67	36	44	49	40	41	13	44.09	46	41	0.994	-0.008	-0.026	0.979019944405576	0.999765969376198	0	0.0886	0.0974	0.0974	TRUE	NA
PRELSG_0600100	247	75	2	78	173	229	113	30	1	5	0	14	4	0	21	20	5	15	16	18	16	13	18	16	0	22	21	0	14.39	16	13	0.957	-0.063	-0.146	0.884122876973918	0.999204487240972	0	0.176	0.1381	0.1381	TRUE	NA
PRELSG_0600200	501	315	23	289	591	917	418	181	2	24	3	22	13	5	42	84	59	56	55	72	59	81	36	75	74	35	67	65	61.53	61	62	1.054	0.075	0.244	0.806855118640342	0.999204487240972	0	0.0766	0.1048	0.1048	TRUE	NA
PRELSG_0600300	28	5	1	9	33	38	12	6	0	0	0	1	2	2	2	1	3	2	3	3	2	3	0	0	0	2	10	26	4.02	2	6	1.93	0.949	1.184	0.23653987024187	NA	0.5564	0.5108	0.5342	0.5342	TRUE	NA
PRELSG_0600400	612	253	19	423	664	525	403	169	3	21	5	30	11	3	51	67	49	82	62	41	57	75	55	66	124	48	57	39	62.39	58	66	1.14	0.189	0.775	0.438287724610719	0.999204487240972	0.0295	0.0761	0.0513	0.0513	TRUE	NA
PRELSG_0600500	191	58	10	56	161	218	114	29	1	3	3	13	4	0	16	15	26	11	15	17	16	13	18	9	74	21	21	0	19.47	17	22	1.049	0.069	0.144	0.885749429694277	0.999204487240972	0.2778	0.1422	0.2088	0.2088	TRUE	NA
PRELSG_0600600	107	63	1	104	158	142	92	55	0	4	0	10	6	1	9	17	3	20	15	11	13	25	0	13	0	16	31	13	13.18	13	14	1.63	0.705	1.622	0.104713781510694	0.999204487240972	0.1002	0.1879	0.1524	0.1524	TRUE	NA
PRELSG_0600700	189	40	6	69	105	187	92	18	1	8	0	7	2	2	16	11	15	13	10	15	13	8	18	25	0	11	10	26	13.69	13	14	0.936	-0.095	-0.214	0.83044226014745	0.999204487240972	0	0.1827	0.1327	0.1327	TRUE	NA
PRELSG_0600800	59	13	1	27	50	80	46	13	2	3	0	1	0	0	5	3	3	5	5	6	7	6	36	9	0	2	0	0	6.21	5	8	1.105	0.144	0.187	0.85150987892493	0.999204487240972	0.71	0.3469	0.5187	0.5187	TRUE	NA
PRELSG_0600900	203	161	9	158	297	333	246	79	2	9	0	10	5	0	17	43	23	31	28	26	35	35	36	28	0	16	26	0	24.59	29	20	0.894	-0.162	-0.418	0.67578554204537	0.999204487240972	0.149	0.1222	0.134	0.134	TRUE	NA
PRELSG_0601000	1213	265	27	359	966	1346	620	163	3	34	7	85	17	6	101	71	69	70	91	105	88	73	55	107	173	136	88	78	93.15	85	101	1.113	0.154	0.629	0.529361492572591	0.999204487240972	0.0573	0.0663	0.0632	0.0632	TRUE	NA
PRELSG_0601100	19	7	0	11	23	19	10	4	0	1	0	2	0	0	2	2	0	2	2	1	1	2	0	3	0	3	0	0	1.34	1	1	1.562	0.643	0.684	0.493915652085479	NA	0	1.4388	0.7523	0.7523	TRUE	NA
PRELSG_0601200	20	9	1	6	12	19	11	2	0	0	0	1	2	1	2	2	3	1	1	1	2	1	0	0	0	2	10	13	2.7	2	4	1.897	0.924	1.087	0.276876913136243	NA	0.3008	0.7386	0.5267	0.5267	TRUE	NA
PRELSG_0601300	124	33	1	51	95	133	67	19	0	4	0	6	1	0	10	9	3	10	9	10	9	8	0	13	0	10	5	0	6.88	9	5	0.861	-0.216	-0.386	0.699463992620624	0.999204487240972	0	0.3179	0.2137	0.2137	TRUE	NA
PRELSG_0601400	160	72	7	105	155	198	105	41	2	8	0	3	2	3	13	19	18	20	15	15	15	18	36	25	0	5	10	39	17.84	16	19	1.037	0.053	0.127	0.898786956437426	0.999204487240972	0.0959	0.1509	0.1296	0.1296	TRUE	NA
PRELSG_0601500	322	107	12	122	323	370	193	64	4	10	0	25	5	7	27	29	31	24	30	29	27	29	73	31	0	40	26	91	34.72	28	41	1.322	0.402	1.208	0.226934323276874	0.999204487240972	0.1003	0.1	0.1002	0.1002	TRUE	NA
PRELSG_0601600	14	1	0	7	22	24	5	3	0	0	0	0	0	0	1	0	0	1	2	2	1	1	0	0	0	0	0	0	0.63	1	0	1.361	0.444	0.306	0.759573632364448	NA	0	3.0256	2.6107	2.6107	TRUE	NA
PRELSG_0601700	2458	533	38	704	2205	1563	1095	254	14	25	4	105	18	12	205	142	98	137	207	122	155	113	255	79	99	169	93	156	144.9	152	138	0.829	-0.27	-1.248	0.212038346402476	0.999204487240972	0.044	0.0591	0.0493	0.0493	TRUE	NA
PRELSG_0601800	229	68	3	64	179	276	132	35	0	7	0	16	3	0	19	18	8	12	17	22	19	16	0	22	0	26	16	0	13.8	16	11	0.929	-0.107	-0.247	0.804566319188355	0.999204487240972	0.0469	0.1816	0.1393	0.1393	TRUE	NA
PRELSG_0601900	56	14	0	15	69	86	32	6	0	0	0	1	1	0	5	4	0	3	6	7	5	3	0	0	0	2	5	0	2.75	4	1	0.626	-0.675	-0.846	0.397566234142558	NA	0	0.7257	0.468	0.468	TRUE	NA
PRELSG_0602000	105	26	3	39	100	160	48	25	1	1	1	6	2	0	9	7	8	8	9	13	7	11	18	3	25	10	10	0	9.78	9	11	1.079	0.11	0.227	0.820627448797947	0.999204487240972	0	0.2373	0.1359	0.1359	TRUE	NA
PRELSG_0602100	375	81	10	129	303	415	213	47	1	10	2	10	3	1	31	22	26	25	28	32	30	21	18	31	49	16	16	13	25.66	28	23	0.716	-0.481	-1.425	0.154031931823624	0.999204487240972	0	0.119	0.0735	0.0735	TRUE	NA
PRELSG_0602200	97	28	3	19	71	114	61	15	1	3	0	4	0	0	8	7	8	4	7	9	9	7	18	9	0	6	0	0	6.57	7	6	0.816	-0.293	-0.52	0.603313507253043	0.999204487240972	0	0.3307	0.1964	0.1964	TRUE	NA
PRELSG_0602300	427	180	10	281	471	634	284	122	2	11	2	13	11	6	36	48	26	55	44	50	40	54	36	35	49	21	57	78	44.88	43	47	1.086	0.119	0.372	0.709782309916676	0.999204487240972	0	0.0878	0.0982	0.0982	TRUE	NA
PRELSG_0602400	10	6	0	10	21	28	6	5	0	1	0	3	1	0	1	2	0	2	2	2	1	2	0	3	0	5	5	0	1.77	1	2	2.67	1.417	1.728	0.0840648779096957	NA	0	1.1032	0.5295	0.5295	TRUE	NA
PRELSG_0602500	3	1	0	2	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.09	0	0	5.566	2.477	0.819	0.412614286959756	NA	0	21.7871	14	14	TRUE	NA
PRELSG_0602600	1877	661	49	839	1887	2175	1175	389	4	55	12	107	26	9	157	176	126	163	177	170	166	174	73	173	297	172	134	117	162.42	162	163	0.991	-0.013	-0.063	0.949655848640863	0.999204487240972	0.0382	0.0577	0.0476	0.0476	TRUE	NA
PRELSG_0602700	1644	395	33	568	1968	1486	736	184	10	20	3	87	15	6	137	105	85	110	184	116	104	82	182	63	74	140	78	78	109.92	120	100	0.755	-0.405	-1.913	0.0556923409869787	0.888066700466577	0.0204	0.0632	0.0398	0.0398	TRUE	NA
PRELSG_0602800	32	8	0	8	30	34	19	1	1	0	0	3	0	0	3	2	0	2	3	3	3	0	18	0	0	5	0	0	2.72	2	3	1.091	0.126	0.134	0.893655056739366	NA	0.8229	0.7342	0.7706	0.7706	TRUE	NA
PRELSG_0602900	2877	636	55	1092	3570	1975	1028	328	9	7	2	105	22	11	240	169	141	212	335	155	146	146	164	22	49	169	114	143	157.44	200	115	0.545	-0.874	-3.181	0.00146643074775825	0.138651027200542	0.1368	0.0581	0.0885	0.0885	TRUE	NA
PRELSG_0603000	75	18	1	21	48	112	37	17	1	0	0	2	1	0	6	5	3	4	4	9	5	8	18	0	0	3	5	0	5.03	5	5	0.919	-0.122	-0.19	0.849111739974505	0.999204487240972	0	0.4177	0.2474	0.2474	TRUE	NA
PRELSG_0603100	254	45	7	86	214	269	121	38	2	12	1	12	3	2	21	12	18	17	20	21	17	17	36	38	25	19	16	26	21.62	18	25	1.133	0.18	0.508	0.611452903882511	0.999204487240972	0	0.1326	0.0868	0.0868	TRUE	NA
PRELSG_0603200	279	65	8	95	260	282	114	44	2	7	0	11	2	1	23	17	21	18	24	22	16	20	36	22	0	18	10	13	18.66	20	17	0.81	-0.305	-0.833	0.404859116493125	0.999204487240972	0	0.1463	0.0832	0.0832	TRUE	NA
PRELSG_0603300	111	19	1	35	95	172	65	30	0	4	0	1	1	0	9	5	3	7	9	13	9	13	0	13	0	2	5	0	6.28	8	5	0.753	-0.409	-0.608	0.54335389604589	0.999204487240972	0	0.3435	0.3819	0.3819	TRUE	NA
PRELSG_0603400	239	61	10	90	193	208	110	24	1	8	1	5	1	2	20	16	26	17	18	16	16	11	18	25	25	8	5	26	17.66	18	17	0.667	-0.585	-1.444	0.148759598610115	0.999204487240972	0	0.152	0.0961	0.0961	TRUE	NA
PRELSG_0603500	52	15	1	25	43	89	33	11	0	1	2	5	0	1	4	4	3	5	4	7	5	5	0	3	49	8	0	13	7.85	5	11	1.585	0.665	0.963	0.335387799730154	0.999204487240972	0.4756	0.2841	0.3843	0.3843	TRUE	NA
PRELSG_0603600	568	193	29	266	734	820	309	108	1	14	1	40	19	1	47	51	74	52	69	64	44	48	18	44	25	64	98	13	50.87	57	44	0.858	-0.221	-0.797	0.425202772451922	0.999204487240972	0.0491	0.0829	0.0668	0.0668	TRUE	NA
PRELSG_0603700	31	8	0	9	21	40	19	2	0	1	0	0	1	0	3	2	0	2	2	3	3	1	0	3	0	0	5	0	1.68	2	1	0.953	-0.069	-0.072	0.942468879774582	NA	0	1.1611	0.769	0.769	TRUE	NA
PRELSG_0603800	2001	358	21	616	2353	1727	650	193	10	7	4	58	15	6	167	95	54	120	220	135	92	86	182	22	99	93	78	78	108.67	126	91	0.631	-0.665	-2.45	0.0143026753214605	0.509267315497649	0.0926	0.0634	0.0744	0.0744	TRUE	NA
PRELSG_0603900	117	37	7	41	113	128	79	20	0	3	0	7	3	1	10	10	18	8	11	10	11	9	0	9	0	11	16	13	9.67	11	8	0.906	-0.142	-0.307	0.758628252901482	0.999204487240972	0	0.2394	0.132	0.132	TRUE	NA
PRELSG_0604000	80	24	2	29	37	85	32	10	0	4	0	4	0	0	7	6	5	6	3	7	5	4	0	13	0	6	0	0	4.42	6	3	0.887	-0.174	-0.261	0.794231046912971	0.999204487240972	0	0.4685	0.3298	0.3298	TRUE	NA
PRELSG_0604100	193	76	8	88	156	226	109	38	0	5	0	6	4	3	16	20	21	17	15	18	15	17	0	16	0	10	21	39	15.97	17	15	0.914	-0.13	-0.333	0.739065209809142	0.999204487240972	0.0145	0.1632	0.0988	0.0988	TRUE	NA
PRELSG_0604200	613	133	10	161	427	544	239	70	2	10	2	20	6	3	51	35	26	31	40	43	34	31	36	31	49	32	31	39	36.47	37	36	0.832	-0.266	-0.918	0.358390636053439	0.999204487240972	0	0.0974	0.0575	0.0575	TRUE	NA
PRELSG_0604300	200	73	11	189	219	297	173	81	2	8	0	5	6	4	17	19	28	37	21	23	24	36	36	25	0	8	31	52	25.57	24	27	1.147	0.198	0.512	0.608447270606082	0.999204487240972	0.1543	0.1193	0.1348	0.1348	TRUE	NA
PRELSG_0604400	484	126	16	155	348	477	258	91	2	13	1	24	3	4	40	34	41	30	33	37	37	41	36	41	25	39	16	52	35.72	36	36	0.979	-0.03	-0.106	0.915446119754633	0.999204487240972	0	0.0985	0.0569	0.0569	TRUE	NA
PRELSG_0604500	148	86	7	98	223	272	158	56	0	3	0	7	2	2	12	23	18	19	21	21	22	25	0	9	0	11	10	26	15.62	19	12	0.743	-0.429	-0.877	0.380688880116734	0.999204487240972	0	0.1658	0.1997	0.1997	TRUE	NA
PRELSG_0604600	239	45	5	40	168	189	111	16	0	5	0	7	2	2	20	12	13	8	16	15	16	7	0	16	0	11	10	26	12.08	14	10	0.656	-0.608	-1.296	0.195089587277327	0.999204487240972	0	0.2008	0.1435	0.1435	TRUE	NA
PRELSG_0604700	76	12	3	32	48	74	43	18	0	4	1	4	5	0	6	3	8	6	4	6	6	8	0	13	25	6	26	0	8.39	6	11	1.746	0.804	1.535	0.124783597537751	0.999204487240972	0.1177	0.2689	0.1913	0.1913	TRUE	NA
PRELSG_0604800	434	103	8	160	292	467	207	64	4	14	0	19	3	1	36	27	21	31	27	37	29	29	73	44	0	31	16	13	29.5	30	29	0.961	-0.057	-0.158	0.874735020413244	0.999204487240972	0.117	0.1095	0.1126	0.1126	TRUE	NA
PRELSG_0604900	6	0	1	4	4	9	4	3	0	0	0	0	0	0	1	0	3	1	0	1	1	1	0	0	0	0	0	0	0.49	1	0	2.391	1.258	0.807	0.419847561917646	NA	0	3.8771	3.0332	3.0332	TRUE	NA
PRELSG_0605000	21	13	2	20	24	48	20	12	0	1	0	4	1	0	2	3	5	4	2	4	3	5	0	3	0	6	5	0	3.08	3	3	1.698	0.764	1.102	0.270488251488203	NA	0	0.6522	0.3495	0.3495	TRUE	NA
PRELSG_0605100	897	308	26	358	777	876	470	185	3	25	5	52	19	11	75	82	67	70	73	69	67	83	55	79	124	83	98	143	83.21	72	95	1.262	0.335	1.624	0.104333794354966	0.999204487240972	0.0102	0.0686	0.0366	0.0366	TRUE	NA
PRELSG_0605200	205	78	3	111	202	250	154	34	3	3	0	12	3	0	17	21	8	22	19	20	22	15	55	9	0	19	16	0	17.25	18	16	0.909	-0.138	-0.328	0.742726740384162	0.999204487240972	0.0986	0.1545	0.1274	0.1274	TRUE	NA
PRELSG_0605300	3251	762	78	943	2497	3292	1798	438	18	89	2	152	35	25	271	203	200	183	234	258	255	195	328	280	49	244	181	324	228.98	229	229	0.97	-0.043	-0.203	0.839003241106136	0.999204487240972	0.0604	0.0544	0.0576	0.0576	TRUE	NA
PRELSG_0605400	3589	958	121	1428	3268	4002	2231	693	21	115	14	240	52	27	299	255	311	277	306	313	316	309	383	361	346	385	269	350	320.14	297	343	1.131	0.177	1.211	0.226064865141892	0.999204487240972	0.0038	0.052	0.0246	0.0246	TRUE	NA
PRELSG_0605500	2773	864	87	1093	2217	2906	1676	552	17	80	6	174	36	16	231	230	223	212	208	227	237	246	310	251	148	279	186	207	228.48	224	232	1.057	0.08	0.498	0.618395001465423	0.999204487240972	0.0088	0.0544	0.0283	0.0283	TRUE	NA
PRELSG_0605600	640	172	26	276	542	655	386	151	2	33	1	36	7	2	53	46	67	54	51	51	55	67	36	104	25	58	36	26	52.03	54	50	1.033	0.046	0.182	0.85591488827608	0.999204487240972	0.0259	0.0821	0.0554	0.0554	TRUE	NA
PRELSG_0605700	115	46	3	68	118	171	81	30	1	2	0	6	4	1	10	12	8	13	11	13	11	13	18	6	0	10	21	13	11.42	11	12	1.139	0.188	0.432	0.665654405529673	0.999204487240972	0	0.2098	0.1167	0.1167	TRUE	NA
PRELSG_0605800	112	33	5	47	76	157	70	21	0	6	0	4	4	4	9	9	13	9	7	12	10	9	0	19	0	6	21	52	12.61	10	15	1.352	0.435	0.883	0.377387168524593	0.999204487240972	0.1993	0.1943	0.197	0.197	TRUE	NA
PRELSG_0605900	136	30	4	44	122	180	67	16	0	3	1	11	4	2	11	8	10	9	11	14	9	7	0	9	25	18	21	26	12.77	10	15	1.174	0.231	0.517	0.605150131012408	0.999204487240972	0	0.1925	0.1324	0.1324	TRUE	NA
PRELSG_0606000	54	34	2	37	68	68	50	12	0	5	0	2	1	0	5	9	5	7	6	5	7	5	0	16	0	3	5	0	5.29	6	4	0.913	-0.132	-0.213	0.831107074315622	0.999204487240972	0	0.3992	0.2639	0.2639	TRUE	NA
PRELSG_0606100	4936	1574	221	2038	4486	5354	3237	1101	19	144	18	363	76	36	412	419	567	396	420	419	458	491	347	453	445	583	393	467	447.84	442	454	1.041	0.058	0.388	0.698248861837381	0.999204487240972	0.017	0.0504	0.0287	0.0287	TRUE	NA
PRELSG_0606200	161	93	16	143	177	249	130	72	0	8	0	8	2	1	13	25	41	28	17	19	18	32	0	25	0	13	10	13	18.21	23	13	0.807	-0.31	-0.69	0.48999387243985	0.999204487240972	0.195	0.1488	0.1715	0.1715	TRUE	NA
PRELSG_0606300	425	89	10	142	277	404	213	52	4	7	3	20	5	2	35	24	26	28	26	32	30	23	73	22	74	32	26	26	34.03	29	39	1.07	0.098	0.294	0.768486824290787	0.999204487240972	0.0778	0.1011	0.089	0.089	TRUE	NA
PRELSG_0606400	13	2	0	3	13	18	6	1	0	0	0	2	0	0	1	1	0	1	1	1	1	0	0	0	0	3	0	0	0.67	1	0	1.892	0.92	0.722	0.470504403265176	NA	0	2.8489	1.8492	1.8492	TRUE	NA
PRELSG_0606500	651	155	21	240	545	487	330	93	2	22	1	28	11	3	54	41	54	47	51	38	47	42	36	69	25	45	57	39	46.04	47	45	0.956	-0.064	-0.247	0.804794734575192	0.999204487240972	0	0.0868	0.0529	0.0529	TRUE	NA
PRELSG_0606600	25	11	0	8	18	35	11	4	0	0	0	0	0	0	2	3	0	2	2	3	2	2	0	0	0	0	0	0	1.02	2	0	0.821	-0.285	-0.239	0.811295201396439	NA	0	1.8706	1.4768	1.4768	TRUE	NA
PRELSG_0606700	95	27	5	32	82	102	66	16	1	0	0	1	3	0	8	7	13	6	8	8	9	7	18	0	0	2	16	0	7.26	8	6	0.645	-0.632	-1.006	0.314317418446986	0.999204487240972	0	0.3034	0.2715	0.2715	TRUE	NA
PRELSG_0606800	4129	1068	124	1837	3931	2950	2371	443	19	103	3	194	55	17	344	285	318	357	368	231	336	198	347	324	74	311	284	220	285.52	320	251	0.796	-0.33	-1.528	0.126627080722593	0.999204487240972	0.0622	0.0527	0.0619	0.0619	TRUE	NA
PRELSG_0606900	14	1	0	5	4	9	4	3	0	0	0	0	1	0	1	0	0	1	0	1	1	1	0	0	0	0	5	0	0.75	1	1	2.83	1.501	1.207	0.227572821155894	NA	0	2.5227	1.6138	1.6138	TRUE	NA
PRELSG_0607000	107	50	4	82	120	91	52	24	1	4	0	1	3	0	9	13	10	16	11	7	7	11	18	13	0	2	16	0	9.49	10	9	0.839	-0.254	-0.452	0.651060287754943	0.999204487240972	0	0.2431	0.228	0.228	TRUE	NA
PRELSG_0607100	75	31	1	69	77	106	40	21	0	3	1	3	0	0	6	8	3	13	7	8	6	9	0	9	25	5	0	0	7.14	7	7	0.952	-0.07	-0.119	0.905521224020833	0.999204487240972	0.0965	0.3077	0.2319	0.2319	TRUE	NA
PRELSG_0607200	7	1	0	2	8	20	2	1	0	0	0	0	0	0	1	0	0	0	1	2	0	0	0	0	0	0	0	0	0.31	1	0	1.863	0.898	0.497	0.619434224992493	NA	0	6.1539	4.4008	4.4008	TRUE	NA
PRELSG_0607300	340	78	6	119	380	357	171	36	0	2	1	9	1	2	28	21	15	23	36	28	24	16	0	6	25	14	5	26	19.14	25	13	0.474	-1.077	-2.666	0.00768468531255886	0.355484615938819	0.0097	0.1438	0.0913	0.0913	TRUE	NA
PRELSG_0607400	418	162	5	184	511	246	287	31	2	3	3	14	3	0	35	43	13	36	48	19	41	14	36	9	74	22	16	0	29.02	34	24	0.565	-0.825	-2.028	0.0425639015502294	0.802246490022472	0.1327	0.1106	0.1215	0.1215	TRUE	NA
PRELSG_0607500	34	14	0	8	42	32	23	8	0	2	0	1	0	0	3	4	0	2	4	3	3	4	0	6	0	2	0	0	2.09	3	2	1.12	0.164	0.187	0.851935476603106	NA	0	0.9396	0.6589	0.6589	TRUE	NA
PRELSG_0607600	19081	6416	796	8308	18250	17201	11937	3464	72	553	66	1348	292	127	1592	1710	2043	1613	1710	1346	1690	1546	1313	1738	1633	2164	1510	1646	1660.97	1672	1650	0.991	-0.013	-0.109	0.913325181739906	0.999204487240972	0.0121	0.0473	0.0218	0.0218	TRUE	NA
PRELSG_0607700	145	23	4	44	118	195	72	21	0	6	1	2	2	2	12	6	10	9	11	15	10	9	0	19	25	3	10	26	11.86	10	13	0.899	-0.153	-0.321	0.748461010012321	0.999204487240972	0	0.2038	0.1505	0.1505	TRUE	NA
PRELSG_0607800	115	24	0	41	103	99	56	7	1	1	0	4	0	0	10	6	0	8	10	8	8	3	18	3	0	6	0	0	5.73	7	4	0.551	-0.861	-1.312	0.189430874387463	0.999204487240972	0	0.3723	0.2531	0.2531	TRUE	NA
PRELSG_0607900	41	20	0	23	49	62	22	21	0	0	0	1	2	0	3	5	0	4	5	5	3	9	0	0	0	2	10	0	3.36	4	3	1.204	0.268	0.342	0.732577158052147	NA	0	0.6016	0.5025	0.5025	TRUE	NA
PRELSG_0608000	50	8	3	23	44	89	27	13	1	2	0	0	1	1	4	2	8	4	4	7	4	6	18	6	0	0	5	13	5.85	5	7	1.091	0.125	0.199	0.842629915052332	0.999204487240972	0	0.3658	0.2633	0.2633	TRUE	NA
PRELSG_0608100	212	79	3	139	241	288	142	34	0	1	0	12	4	2	18	21	8	27	23	23	20	15	0	3	0	19	21	26	15.92	20	12	0.767	-0.383	-0.972	0.33101041301233	0.999204487240972	0.0026	0.1636	0.0925	0.0925	TRUE	NA
PRELSG_0608200	76	9	2	17	54	68	24	9	1	2	1	5	0	0	6	2	5	3	5	5	3	4	18	6	25	8	0	0	6.59	4	9	1.206	0.27	0.435	0.663550412059841	0.999204487240972	0.1851	0.3297	0.26	0.26	TRUE	NA
